,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
6,7,5,6,セグレートシチー,牡4,57.0,丹内,0:58.5,1/2,9.0,16.7,35.1,3-3,美浦伊藤圭,516(-4),201901010508,0.0,0.0,2.4,2.1,B,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
7,8,6,8,クリノカサット,牝4,55.0,加藤,0:58.7,1.1/2,12.0,41.7,35.1,6-5,栗東藤沢則,444(+8),201901010508,0.0,0.0,4.2,4.2,C,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
8,9,8,11,ペイシャディア,牝4,55.0,横山和,0:59.0,1.3/4,2.0,5.1,35.4,6-5,美浦土田,438(-2),201901010508,0.0,0.0,4.8,4.5,B,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
9,10,5,5,ファルコンレイナ,牝4,52.0,▲団野,0:59.0,クビ,11.0,34.3,35.3,10-11,美浦伊藤伸,392(+2),201901010508,0.0,0.0,6.6,8.1,C,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
10,11,2,2,サンハンツビル,牝3,51.0,☆横山武,0:59.6,3.1/2,10.0,20.8,36.2,3-5,美浦加藤和,446(-10),201901010508,0.0,0.0,2.1,3.9,B,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
11,12,7,9,プリメラビスタ,牝4,55.0,池添,0:59.7,1/2,3.0,7.2,36.1,6-9,美浦田中博,420(-6),201901010508,0.0,0.0,4.5,6.3,B,3歳以上1勝クラス,13:45発走,ダ1000m(右),天候:曇,馬場:重
0,1,1,1,テイエムソレイユ,牝4,55.0,ルメー,1:43.3,,1.0,1.9,35.8,12-12-2-2,栗東安田翔,492(-6),201901010509,13.2,11.7,2.1,0.3,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
1,2,6,8,タイトロープウィン,牝3,52.0,横山典,1:44.1,5,4.0,8.4,36.5,3-3-5-4,美浦藤原辰,420(+4),201901010509,3.0,3.0,3.6,3.3,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
2,3,4,5,ショウナンマシェリ,牝6,55.0,岩田康,1:44.1,アタマ,2.0,5.7,36.3,7-7-6-6,栗東梅田,466(0),201901010509,6.8999999999999995,6.8999999999999995,5.3999999999999995,5.3999999999999995,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
3,4,3,3,カグラヒメ,牝3,52.0,横山和,1:44.2,クビ,5.0,12.0,36.2,4-5-8-8,栗東昆,460(+2),201901010509,4.5,4.8,6.8999999999999995,6.8999999999999995,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
4,5,7,10,ミラクルチューン,牝3,52.0,藤岡康,1:44.3,1/2,11.0,49.2,36.9,1-1-1-1,栗東作田,462(-2),201901010509,0,0,0,0,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
5,6,7,11,ティボリドライヴ,牝3,52.0,菱田,1:44.3,クビ,7.0,21.3,36.2,9-10-9-8,栗東石坂公,466(-2),201901010509,8.7,10.2,8.7,7.199999999999999,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
6,7,8,12,ビオレイメル,牝3,51.0,☆坂井,1:44.7,2.1/2,8.0,24.4,37.2,4-3-2-3,栗東本田,472(+2),201901010509,5.1,3.3,1.8,1.8,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
7,8,6,9,ホウオウサマンサ,牝4,52.0,▲菅原明,1:44.8,1/2,9.0,47.2,37.0,4-5-6-6,美浦尾形,466(+16),201901010509,4.8,5.1,5.1,5.1,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
8,9,5,6,フクキタル,牝4,55.0,桑村真,1:44.9,3/4,10.0,48.0,36.6,11-10-11-10,美浦竹内,464(-2),201901010509,10.2,9.899999999999999,10.5,9.3,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
9,10,4,4,モンオール,牝3,49.0,▲団野,1:45.0,1/2,3.0,7.1,36.7,9-9-11-10,栗東平田,442(+2),201901010509,8.399999999999999,8.399999999999999,10.2,8.7,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
10,11,5,7,トゥービーシック,牝3,52.0,松岡,1:45.3,2,13.0,119.3,36.7,13-13-13-13,美浦古賀史,440(-4),201901010509,16.2,14.7,13.5,12.3,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
11,12,2,2,シャテーヌ,牝4,54.0,☆横山武,1:45.3,アタマ,6.0,18.5,37.2,7-7-9-10,栗東宮本,502(-6),201901010509,6.6,6.6,8.399999999999999,9.0,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
12,13,8,13,ビーコンファイヤー,牝4,55.0,松田,1:46.3,6,12.0,95.1,38.8,2-2-2-4,栗東高橋康,466(+8),201901010509,1.5,1.5,1.5,3.5999999999999996,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:曇,馬場:重
0,1,8,11,ルーチェデラヴィタ,牝2,54.0,池添,1:50.5,,1.0,2.4,35.3,5-5-5-3,栗東西村,432(+6),201901010510,3.9,6.0,3.6,2.1,B,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
1,2,6,6,エヴァーガーデン,牝2,54.0,松岡,1:50.5,ハナ,3.0,6.6,35.6,2-2-2-2,美浦高橋祥,452(-6),201901010510,0.3,1.5,0.3,0.3,B,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
2,3,3,3,スリリングドリーム,牝2,54.0,ルメー,1:50.5,ハナ,2.0,3.2,35.1,8-8-6-5,美浦小野,432(-6),201901010510,7.5,9.3,5.3999999999999995,3.9,B,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
3,4,7,9,コスモインペリウム,牡2,54.0,丹内,1:50.7,1.1/4,4.0,8.0,35.7,3-3-3-3,美浦和田雄,498(+2),201901010510,2.1,3.0,2.1,1.8,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
4,5,8,10,アジュバント,牡2,54.0,五十冬,1:51.0,1.3/4,6.0,17.5,35.5,7-6-8-7,地方佐々国,454(+6),201901010510,5.4,7.8,6.8999999999999995,5.7,B,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
5,6,7,8,ミャゴラーレ,牡2,54.0,松田,1:51.4,2.1/2,5.0,9.9,36.3,3-4-3-5,美浦黒岩,508(+4),201901010510,1.8,4.5,1.8,3.6,B,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
6,7,4,4,フジノロケット,牡2,54.0,石川倭,1:51.5,1/2,9.0,70.2,35.4,11-11-10-9,地方米川昇,436(-4),201901010510,9.0,12.600000000000001,11.7,9.0,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
7,8,5,5,スターオブグリーン,牡2,54.0,岩橋勇,1:51.7,1.1/4,8.0,67.3,36.3,5-6-6-7,地方沼沢英,444(0),201901010510,3.6,7.5,5.1,5.4,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
8,9,2,2,プリモジョーカー,牝2,54.0,阿部龍,1:52.8,7,7.0,66.8,38.0,1-1-1-1,地方角川秀,452(+2),201901010510,0,0,0,0,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
9,10,6,7,アイルビー,牡2,54.0,桑村真,1:53.0,1.1/2,10.0,135.8,37.1,8-9-9-9,地方角川秀,462(-6),201901010510,7.2,11.100000000000001,9.899999999999999,8.7,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
10,11,1,1,クロスワールド,牝2,54.0,井上俊,1:53.1,3/4,11.0,234.6,37.1,8-9-10-11,地方林和弘,430(-2),201901010510,6.9,10.8,11.399999999999999,10.5,C,コスモス賞,14:50発走,芝1800m(右,天候:曇,馬場:稍
0,1,6,7,ワールドヘリテージ,牡4,57.0,横山典,1:28.7,,4.0,7.0,34.7,5-5-4,美浦金成,456(-2),201901010511,0.0,4.8,4.8,6.0,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
1,2,2,2,ヤマニンペダラーダ,牡5,57.0,ルメー,1:28.9,1.1/2,3.0,5.6,34.4,10-11-10,栗東浅見,468(-6),201901010511,0.0,9.9,10.2,10.5,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
2,3,7,10,ダブルシャープ,牡4,57.0,柴山,1:28.9,ハナ,1.0,2.9,34.6,11-10-4,栗東渡辺,484(-8),201901010511,0.0,11.700000000000001,8.7,6.8999999999999995,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
3,4,6,8,オーパキャマラード,牝3,52.0,藤岡康,1:29.0,クビ,7.0,17.7,35.4,2-2-2,栗東本田,478(-8),201901010511,0.0,1.5,1.5,3.0,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
4,5,3,3,モルフェオルフェ,牝4,55.0,黛,1:29.0,クビ,11.0,82.2,35.7,1-1-1,美浦大江原,434(+4),201901010511,0.0,0,0,0,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
5,6,5,5,ムスコローソ,牡4,57.0,岩田康,1:29.1,クビ,6.0,12.4,35.3,3-3-3,美浦手塚,502(-4),201901010511,0.0,3.0,3.0,4.5,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
6,7,5,6,アイスフィヨルド,牡4,57.0,藤岡佑,1:29.3,1.1/4,2.0,4.5,35.1,8-7-8,美浦武藤,452(+6),201901010511,0.0,8.1,6.8999999999999995,8.399999999999999,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
7,8,8,11,スカルバン,牡5,57.0,吉田隼,1:29.3,クビ,5.0,8.0,35.3,6-5-4,美浦武井,512(-4),201901010511,0.0,6.6,5.1,6.6,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
8,9,8,12,アリンナ,牝5,55.0,桑村真,1:29.3,アタマ,8.0,20.2,35.1,8-7-8,美浦上原,432(-4),201901010511,0.0,8.4,7.199999999999999,8.7,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
9,10,7,9,ロードライト,牝4,55.0,坂井,1:29.8,3,12.0,109.8,36.0,3-3-4,美浦手塚,438(-4),201901010511,0.0,3.3,3.3,6.3,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
10,11,4,4,アメリカンワールド,牡4,57.0,横山武,1:29.9,3/4,9.0,38.9,35.1,11-12-12,栗東藤岡,468(-6),201901010511,0.0,11.4,13.2,12.0,C,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
11,12,1,1,スタークニナガ,牡4,57.0,松岡,1:30.5,3.1/2,10.0,59.9,36.3,6-7-10,美浦栗田,444(+4),201901010511,0.0,6.3,6.6,10.2,B,STV賞,15:25発走,芝1500m(右,天候:曇,馬場:稍
0,1,2,2,ムーンライトナイト,牝4,55.0,菱田,2:02.2,,6.0,19.7,35.4,5-5-5-2,美浦久保田,442(-6),201901010512,10.8,15.0,3.9,0.6,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
1,2,3,3,ウインラナキラ,牝4,55.0,藤岡佑,2:02.3,1/2,4.0,9.7,35.7,3-3-3-2,栗東宮,410(-6),201901010512,6.3,9.0,2.1,0.3,C,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
2,3,7,8,ダディーズトリップ,牡3,54.0,五十冬,2:02.8,3,8.0,32.0,35.7,8-8-7-7,栗東杉山,436(-4),201901010512,16.8,19.5,5.4,5.3999999999999995,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
3,4,8,9,アナザーラブソング,牡3,54.0,池添,2:02.9,1/2,5.0,10.8,35.6,10-10-10-7,栗東安達,470(+2),201901010512,22.8,24.0,7.5,6.299999999999999,C,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
4,5,6,6,グレルグリーン,牡3,54.0,岩田康,2:03.0,クビ,2.0,5.2,36.0,7-7-7-4,美浦相沢,452(+6),201901010512,13.8,18.0,5.7,2.3999999999999995,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
5,6,5,5,プライムシスター,牝3,52.0,国分恭,2:03.3,2,7.0,28.7,36.6,6-6-3-4,栗東西村,500(+8),201901010512,12.3,16.5,1.8,2.0999999999999996,C,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
6,7,8,10,サンアップルトン,牡3,54.0,黛,2:03.5,1.1/4,3.0,5.5,36.4,9-9-7-7,美浦中野,464(-12),201901010512,19.8,22.5,6.0,5.999999999999999,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
7,8,4,4,エンシュラウド,セ3,54.0,ルメー,2:03.7,1.1/4,1.0,1.8,37.3,2-2-1-1,美浦藤沢和,462(-8),201901010512,0.3,3.0,0.3,0,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
8,9,7,7,キングポセイドン,牡4,57.0,丹内,2:04.9,7,10.0,244.5,38.1,4-4-5-7,美浦武市,452(+2),201901010512,7.8,12.0,3.6,5.699999999999999,C,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
9,10,1,1,ラッキーアドバンス,牡5,57.0,横山和,2:05.2,1.3/4,9.0,70.9,38.8,1-1-2-6,美浦勢司,484(0),201901010512,0,0,0,3.8999999999999995,B,知床特別,16:05発走,芝2000m(右,天候:曇,馬場:稍
0,1,4,4,セイラブミー,牝2,54.0,勝浦,1:10.7,,1.0,2.0,35.5,1-1,美浦伊藤大,458(0),201901010601,0.0,0.0,0,0,B,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
1,2,7,7,セルフィー,牝2,51.0,▲団野,1:10.7,クビ,2.0,4.2,35.2,3-3,美浦藤沢和,460(-6),201901010601,0.0,0.0,3.3,3.3,B,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
2,3,8,10,サイモンベラーノ,牝2,54.0,岩田康,1:11.0,1.3/4,5.0,11.6,35.6,2-2,美浦根本,462(0),201901010601,0.0,0.0,1.5,1.5,B,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
3,4,2,2,フィロス,牝2,54.0,藤岡康,1:11.1,クビ,6.0,12.4,35.6,3-3,栗東西橋,444(+10),201901010601,0.0,0.0,3.0,3.0,B,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
4,5,8,9,オニンギョウサン,牝2,51.0,▲菅原明,1:11.1,クビ,3.0,7.9,35.3,5-5,美浦奥平,432(+10),201901010601,0.0,0.0,6.6,4.8,B,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
5,6,3,3,テリオスベル,牝2,54.0,松岡,1:11.1,アタマ,7.0,31.9,34.5,9-7,美浦田島,434(0),201901010601,0.0,0.0,12.9,7.199999999999999,C,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
6,7,5,5,クインズラプソディ,牝2,54.0,吉田隼,1:11.2,クビ,8.0,49.4,34.9,7-5,美浦加藤和,438(0),201901010601,0.0,0.0,9.9,5.1,C,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
7,8,6,6,セイウンジュリア,牝2,54.0,福永,1:11.9,4,4.0,10.0,35.6,7-7,栗東浅見,466(-4),201901010601,0.0,0.0,9.6,6.8999999999999995,C,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
8,9,1,1,テントラ,牝2,54.0,荻野極,1:13.3,9,9.0,117.8,37.4,5-7,美浦加藤士,430(+2),201901010601,0.0,0.0,6.3,6.6,C,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
9,10,7,8,ハヤブサセクーシー,牝2,54.0,原田和,1:13.5,1.1/4,10.0,188.9,36.5,10-10,美浦小桧山,478(+2),201901010601,0.0,0.0,15.9,13.2,C,2歳未勝利,09:50発走,芝1200m(右,天候:曇,馬場:良
0,1,3,3,クロランサス,牝3,53.0,☆横山武,1:29.0,,1.0,2.8,36.0,2-2-1,栗東松永幹,406(0),201901010602,0.0,1.5,0.3,0,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
1,2,7,12,レッドヴィータ,牝3,54.0,横山典,1:29.3,1.3/4,4.0,7.4,35.7,7-6-5,栗東昆,426(-6),201901010602,0.0,5.699999999999999,5.7,4.8,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
2,3,4,5,ボナセーラ,牡3,56.0,池添,1:29.3,アタマ,5.0,9.4,36.0,4-3-3,栗東牧浦,466(0),201901010602,0.0,3.3,1.8,3.3,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
3,4,4,6,ダンサリーノ,牝3,54.0,松田,1:29.5,1,6.0,17.4,36.2,4-3-2,栗東中内田,420(-4),201901010602,0.0,3.5999999999999996,2.1,1.5,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
4,5,6,10,ロードアブソルート,牡3,56.0,福永,1:29.7,1.1/4,2.0,4.5,35.9,4-8-8,栗東藤原英,438(+4),201901010602,0.0,3.8999999999999995,7.2,8.1,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
5,6,3,4,ティレニア,牝3,54.0,藤岡佑,1:29.8,1/2,3.0,7.0,35.8,11-10-10,栗東高橋亮,442(-2),201901010602,0.0,9.0,9.0,9.9,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
6,7,2,2,アーミングエリア,牡3,56.0,岩田康,1:29.8,クビ,7.0,18.6,36.2,9-6-6,美浦栗田,466(+6),201901010602,0.0,7.199999999999999,5.4,6.3,C,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
7,8,6,9,オーサムウインド,牝3,54.0,藤岡康,1:30.0,1.1/2,10.0,22.0,35.9,11-10-11,栗東友道,408(-6),201901010602,0.0,9.3,9.600000000000001,11.4,C,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
8,9,5,8,マイディアライフ,牡3,56.0,武豊,1:30.1,クビ,8.0,18.6,36.3,9-8-8,栗東高橋忠,458(+2),201901010602,0.0,7.499999999999999,7.5,8.4,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
9,10,5,7,ラキエストバイオ,牝3,54.0,黛,1:30.3,1.1/4,13.0,103.5,36.2,7-10-12,栗東渡辺,436(-12),201901010602,0.0,5.3999999999999995,9.3,12.9,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
10,11,8,14,レッツゴームーチョ,牝3,54.0,吉田隼,1:30.3,クビ,11.0,62.1,36.0,13-13-12,栗東坂口,482(+8),201901010602,0.0,11.100000000000001,11.400000000000002,13.200000000000001,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
11,12,1,1,ルフランエトワール,牝3,51.0,▲団野,1:30.6,1.3/4,12.0,75.8,37.6,1-1-3,栗東今野,432(+12),201901010602,0.0,0,0,3.0,B,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
12,13,7,11,ファインスティール,牝3,51.0,▲菅原明,1:31.1,3,9.0,21.0,37.9,2-3-6,栗東高柳大,508(+6),201901010602,0.0,1.8,2.4,6.6,C,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
13,14,8,13,テイルオブゴールド,牝3,54.0,加藤,1:31.2,1/2,14.0,129.2,36.9,13-13-14,栗東杉山,450(-8),201901010602,0.0,10.8,11.100000000000001,14.700000000000001,C,3歳未勝利,10:25発走,芝1500m(右,天候:晴,馬場:良
0,1,3,3,サーストンネイジュ,牝3,54.0,岩田康,0:58.4,,2.0,4.7,35.0,2-2,栗東橋田,454(0),201901010603,0.0,0.0,1.5,0.3,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
1,2,2,2,ゴールデンチョイス,牡3,56.0,菱田,0:58.6,1.1/2,1.0,2.5,35.1,3-2,美浦武藤,460(+2),201901010603,0.0,0.0,3.3,0.6,C,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
2,3,7,10,ファロ,牝3,54.0,松田,0:58.8,1.1/4,8.0,21.3,34.8,8-7,美浦和田勇,456(-10),201901010603,0.0,0.0,8.399999999999999,5.699999999999999,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
3,4,5,5,キョウエイメサイア,牝3,54.0,松岡,0:59.0,1.1/4,7.0,18.0,35.7,1-1,美浦伊藤伸,460(+4),201901010603,0.0,0.0,0,0,C,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
4,5,1,1,グラマラススカイ,牝3,53.0,☆坂井,0:59.0,アタマ,10.0,60.8,35.5,3-4,栗東西橋,456(+4),201901010603,0.0,0.0,3.0,2.0999999999999996,C,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
5,6,4,4,オーミシンゲン,牡3,56.0,柴山,0:59.0,クビ,9.0,29.0,34.6,11-10,栗東高橋亮,422(-6),201901010603,0.0,0.0,11.7,9.0,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
6,7,7,9,ヒロシゲウェーブ,牡3,56.0,丹内,0:59.2,1.1/4,4.0,7.3,35.0,9-7,栗東藤沢則,432(+2),201901010603,0.0,0.0,9.899999999999999,5.3999999999999995,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
7,8,5,6,ノーブルクロノス,牡3,56.0,藤岡康,0:59.3,1/2,5.0,11.5,35.5,5-5,栗東牧浦,532(-4),201901010603,0.0,0.0,6.3,3.5999999999999996,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
8,9,6,8,フラッシュノワール,牡3,55.0,☆横山武,0:59.3,クビ,6.0,17.5,35.5,5-5,美浦伊藤大,464(-4),201901010603,0.0,0.0,6.6,3.8999999999999995,C,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
9,10,8,12,ユキエチャン,牝3,51.0,▲団野,0:59.3,ハナ,3.0,4.9,34.2,12-12,栗東須貝,480(+6),201901010603,0.0,0.0,14.7,13.5,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
10,11,6,7,セイユウビューティ,牝3,54.0,的場,0:59.6,1.1/2,12.0,207.6,35.8,5-7,美浦加藤和,426(-6),201901010603,0.0,0.0,6.8999999999999995,5.999999999999999,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
11,12,8,11,オリバーヴォーグ,牡3,53.0,▲菅原明,1:00.1,3,11.0,92.2,35.9,9-11,美浦尾形,504(+6),201901010603,0.0,0.0,10.2,10.5,B,3歳未勝利,10:55発走,ダ1000m(右),天候:晴,馬場:重
0,1,6,9,ブラックハーデス,牡3,56.0,藤岡佑,2:43.2,,1.0,3.3,36.3,4-4-4-1,栗東西浦,436(+4),201901010604,9.0,7.5,2.0999999999999996,0,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
1,2,2,2,ビッグバジェット,牝3,54.0,藤岡康,2:43.4,1.1/2,3.0,4.5,35.9,10-10-9-5,栗東牧田,450(-4),201901010604,15.600000000000001,12.900000000000002,7.799999999999999,5.3999999999999995,B,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
2,3,1,1,イントゥアドリーム,牡3,56.0,黛,2:43.5,クビ,13.0,78.0,36.4,8-7-5-4,美浦和田雄,440(+6),201901010604,13.8,10.8,3.5999999999999996,3.3,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
3,4,4,6,サトノプロミネント,セ3,56.0,勝浦,2:44.3,5,6.0,21.6,37.1,5-5-5-5,美浦的場,416(0),201901010604,10.5,9.0,3.8999999999999995,5.1,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
4,5,5,7,マテラブレス,牡3,56.0,吉田隼,2:44.3,アタマ,12.0,72.3,36.9,8-7-9-8,栗東浜田,490(+6),201901010604,14.100000000000001,11.100000000000001,7.499999999999999,6.8999999999999995,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
5,6,8,14,ロネガン,牡3,56.0,荻野極,2:44.8,3,9.0,44.9,37.0,12-12-12-10,美浦和田雄,516(-2),201901010604,18.900000000000002,14.700000000000003,9.3,8.7,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
6,7,7,12,タイセイアヴァンセ,牝3,54.0,菱田,2:44.9,3/4,5.0,6.7,37.1,10-10-12-12,美浦青木,424(+2),201901010604,15.900000000000002,13.200000000000003,9.600000000000001,11.7,B,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
7,8,3,3,エストリル,牝3,54.0,松岡,2:45.0,1/2,14.0,118.6,38.3,3-3-2-2,栗東奥村豊,494(+4),201901010604,6.0,4.5,0.6,1.8,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
8,9,8,13,ザメイダン,牡3,53.0,▲菅原明,2:45.0,ハナ,8.0,29.7,37.7,7-7-7-8,美浦新開,472(-8),201901010604,12.3,11.400000000000002,5.699999999999999,7.199999999999999,B,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
9,10,4,5,ワタシノワルツ,牝3,54.0,丹内,2:45.6,3.1/2,11.0,71.1,38.2,13-13-9-5,栗東杉山,498(0),201901010604,21.900000000000002,16.200000000000003,7.199999999999999,4.8,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
10,11,6,10,ネルソンタッチ,牡3,55.0,☆横山武,2:46.2,3.1/2,4.0,6.3,39.5,2-2-2-2,栗東大久保,484(0),201901010604,3.0,1.5,0.3,1.5,B,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
11,12,3,4,エルラティオ,牡3,53.0,▲団野,2:46.3,1/2,10.0,56.9,37.3,14-14-14-14,栗東平田,458(+10),201901010604,27.900000000000002,22.200000000000003,15.600000000000001,16.2,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
12,13,5,8,サンデースクール,牝3,54.0,古川,2:47.9,10,2.0,4.4,40.6,5-5-7-13,美浦小島,438(-6),201901010604,10.8,9.3,5.3999999999999995,13.2,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
13,14,7,11,ウラカワノオト,牡3,55.0,☆坂井,2:48.2,2,7.0,26.0,41.6,1-1-1-11,栗東矢作,436(0),201901010604,0,0,0,10.2,C,3歳未勝利,11:25発走,芝2600m(右,天候:晴,馬場:良
0,1,7,9,エカテリンブルク,牡2,54.0,武豊,2:04.7,,1.0,1.5,36.4,6-6-5-3,栗東友道,510(0),201901010605,5.1,7.8,6.0,3.5999999999999996,A,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
1,2,8,11,レッドレビン,牡2,54.0,藤岡佑,2:04.7,クビ,3.0,7.6,36.2,9-9-8-3,栗東昆,472(0),201901010605,8.7,11.400000000000002,9.3,3.8999999999999995,A,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
2,3,2,2,プモリテソーロ,牡2,54.0,池添,2:04.9,3/4,4.0,10.5,36.3,9-9-9-7,美浦田中博,480(0),201901010605,8.399999999999999,11.100000000000001,10.8,5.699999999999999,B,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
3,4,6,7,スペースシップ,牡2,54.0,丹内,2:04.9,ハナ,5.0,16.0,36.5,7-7-6-3,美浦国枝,484(0),201901010605,6.8999999999999995,9.600000000000001,7.8,3.0,B,2歳新馬,12:15発走,芝2000m(右,天候:晴,馬場:良
