,着順,枠,馬番,馬名,性齢,斤量,騎手,タイム,着差,人気,単勝オッズ,後3F,コーナー通過順,厩舎,馬体重(増減),ID,corner1_diff,corner2_diff,corner3_diff,corner4_diff,condition,racename,racestart,racekind,raceweather,racefieldconditin
4,5,6,10,サンティール,牝5,54.0,池添,1:46.5,1/2,3.0,9.2,34.7,9-7-8-7,美浦鹿戸,480(-6),201901010111,8.399999999999999,10.8,7.2,5.699999999999999,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
5,6,1,1,スリーマキシマム,牡8,54.0,松田,1:46.7,1.1/2,8.0,29.5,35.2,3-5-5-4,栗東高橋康,508(-10),201901010111,3.0,7.5,3.6,3.5999999999999996,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
6,7,3,4,ゴールドギア,牡4,55.0,古川,1:46.8,クビ,6.0,16.0,34.5,14-14-12-10,美浦伊藤圭,464(-14),201901010111,17.4,20.400000000000002,12.3,7.799999999999999,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
7,8,5,7,ロライマ,セ6,56.0,藤岡康,1:46.9,3/4,9.0,37.0,34.8,11-11-10-10,栗東松田,446(-14),201901010111,12.899999999999999,15.600000000000001,10.2,7.499999999999999,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
8,9,2,2,ペイドメルヴェイユ,牝5,52.0,団野,1:47.0,1/2,7.0,27.0,35.7,3-4-3-2,美浦藤沢和,468(-8),201901010111,3.3,4.5,2.1,1.8,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
9,10,4,6,プロフェット,セ6,56.0,藤岡佑,1:47.2,1.1/4,13.0,45.7,34.8,12-12-14-13,栗東池江,468(-10),201901010111,14.399999999999999,17.1,13.8,10.8,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
10,11,8,13,ドゥーカ,牡6,54.0,勝浦,1:47.2,クビ,5.0,15.6,35.5,7-7-7-7,栗東野中,494(-4),201901010111,6.8999999999999995,11.100000000000001,5.4,5.999999999999999,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
11,12,8,14,ギブアンドテイク,セ8,54.0,岩田康,1:47.4,1,14.0,56.3,35.3,10-10-10-12,美浦鹿戸,474(-8),201901010111,11.399999999999999,14.100000000000001,10.5,9.3,C,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
12,13,7,11,カレンシリエージョ,牝4,52.0,石川,1:47.8,2.1/2,10.0,37.3,35.6,13-12-12-13,栗東鈴木孝,484(0),201901010111,15.899999999999999,17.400000000000002,12.0,11.100000000000001,C,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
13,14,7,12,サウンドバーニング,牡7,54.0,国分恭,1:48.7,5,12.0,45.2,37.7,1-1-1-4,栗東安達,420(0),201901010111,0,0,0,3.3,B,TVh賞,15:25発走,芝1800m(右,天候:晴,馬場:良
0,1,1,1,ヒシゲッコウ,牡3,54.0,ルメー,2:39.4,,1.0,1.6,35.8,7-8-8-6,美浦堀,486(+6),201901010112,10.8,12.600000000000001,6.8999999999999995,6.6,A,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
1,2,2,2,サンシロウ,牡5,57.0,勝浦,2:39.7,2,5.0,18.0,36.6,9-9-2-1,美浦柄崎,496(+6),201901010112,12.600000000000001,14.100000000000001,0.3,0.3,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
2,3,5,5,トロピカルストーム,セ6,57.0,藤岡康,2:39.7,クビ,6.0,21.4,36.2,7-6-5-5,栗東西村,444(-4),201901010112,11.100000000000001,11.100000000000001,5.3999999999999995,5.1,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
3,4,8,8,ラクローチェ,牡3,54.0,藤岡佑,2:39.9,1,2.0,4.4,36.9,1-1-1-2,栗東角田,454(-4),201901010112,0,0,0,0,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
4,5,7,7,リンディスファーン,牡4,57.0,松田,2:40.0,3/4,4.0,9.8,36.5,3-3-5-7,栗東高橋康,492(+4),201901010112,4.8,4.8,5.1,8.1,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
5,6,4,4,ジャディード,牡4,57.0,古川,2:40.2,1.1/4,7.0,46.8,36.9,5-5-4-3,美浦小島,436(-20),201901010112,7.8,7.8,3.3,3.5999999999999996,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
6,7,8,9,ハナザカリ,牝4,55.0,横山武,2:40.5,1.3/4,8.0,54.0,36.8,6-6-8-8,美浦粕谷,486(-8),201901010112,9.3,10.8,7.199999999999999,11.1,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
7,8,6,6,ラボーナ,セ5,57.0,池添,2:40.5,クビ,3.0,6.6,37.3,2-2-3-3,美浦藤沢和,536(-8),201901010112,3.0,3.0,1.8,3.3,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
8,9,3,3,クアトレフォイル,牡4,57.0,岩田康,2:44.8,大,9.0,71.4,41.3,3-3-5-9,美浦稲垣,492(+2),201901010112,4.5,4.5,4.8,14.1,B,阿寒湖特別,16:05発走,芝2600m(右,天候:晴,馬場:良
0,1,1,1,アメージングサン,牡2,54.0,ルメー,1:09.1,,1.0,1.3,35.2,1-1,美浦奥村武,456(-2),201901010201,0.0,0.0,0,0,B,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
1,2,3,3,セイラブミー,牝2,54.0,三浦,1:09.9,5,4.0,12.6,35.9,2-2,美浦伊藤大,458(-4),201901010201,0.0,0.0,1.5,1.5,C,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
2,3,5,5,プロヴィデンス,牡2,53.0,☆横山武,1:10.1,3/4,7.0,51.7,35.8,5-5,美浦加藤士,468(-8),201901010201,0.0,0.0,4.8,6.0,C,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
3,4,6,6,カミーノ,牡2,54.0,岩田康,1:10.2,3/4,3.0,7.5,35.4,7-7,栗東清水久,478(+4),201901010201,0.0,0.0,8.1,9.3,B,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
4,5,7,7,アーマーバローズ,牡2,54.0,武豊,1:10.4,1.1/4,2.0,5.7,36.1,5-5,栗東上村,456(+2),201901010201,0.0,0.0,5.1,6.3,B,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
5,6,2,2,ニジュッケンドーロ,牡2,54.0,池添,1:10.4,アタマ,5.0,17.7,36.2,3-3,美浦木村,414(-8),201901010201,0.0,0.0,3.0,3.0,B,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
6,7,4,4,オーヴァル,牡2,54.0,松岡,1:11.8,9,6.0,46.7,37.7,3-4,美浦古賀史,488(-8),201901010201,0.0,0.0,3.3,4.5,C,2歳未勝利,09:50発走,芝1200m(右,天候:晴,馬場:良
0,1,7,8,ジーガーローレンス,牝3,51.0,▲菅原明,0:58.7,,5.0,8.5,35.6,2-2,美浦武市,486(0),201901010202,0.0,0.0,1.5,1.5,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
1,2,2,2,ゴールデンチョイス,牡3,56.0,菱田,0:58.9,1.1/4,2.0,3.7,36.0,1-1,美浦武藤,458(+6),201901010202,0.0,0.0,0,0,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
2,3,7,7,ビービーアライヴ,牝3,54.0,三浦,0:59.5,4,4.0,8.1,36.2,4-4,美浦高柳瑞,448(+4),201901010202,0.0,0.0,3.3,4.8,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
3,4,8,9,メイショウワキザシ,牡3,56.0,池添,0:59.6,クビ,3.0,6.5,36.0,5-5,栗東池添兼,468(-4),201901010202,0.0,0.0,4.8,6.3,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
4,5,8,10,フロレンザール,牝3,54.0,藤岡康,0:59.7,1/2,1.0,2.3,36.6,2-2,栗東牧浦,472(-6),201901010202,0.0,0.0,1.8,1.8,B,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
5,6,6,6,ローゼンオルデン,牝3,54.0,石川,1:00.3,3.1/2,6.0,14.8,36.5,6-6,美浦林,410(-2),201901010202,0.0,0.0,6.6,9.600000000000001,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
6,7,5,5,ドラゴンエナジー,牡3,53.0,▲団野,1:00.4,1/2,7.0,34.9,36.4,8-8,美浦大江原,460(+10),201901010202,0.0,0.0,8.1,12.600000000000001,D,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
7,8,4,4,デルマジュベルニー,牡3,56.0,丹内,1:00.5,クビ,9.0,39.8,36.7,6-6,美浦武市,478(-6),201901010202,0.0,0.0,6.3,9.3,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
8,9,3,3,ハーモニーソード,牡3,56.0,横山和,1:00.8,2,8.0,35.4,36.4,9-9,美浦土田,522(-2),201901010202,0.0,0.0,11.1,15.600000000000001,D,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
9,10,1,1,ヤマニンヒラソル,牝3,53.0,☆横山武,1:01.5,4,10.0,77.4,36.5,10-10,栗東西橋,466(-8),201901010202,0.0,0.0,14.1,18.6,C,3歳未勝利,10:25発走,ダ1000m(右),天候:晴,馬場:良
0,1,5,5,ギフトオブアート,牝3,54.0,三浦,1:45.9,,1.0,1.4,38.0,6-6-3-2,美浦高柳瑞,476(-4),201901010203,6.8999999999999995,8.4,3.5999999999999996,0.3,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
1,2,7,7,ノーリミッツ,牡3,56.0,古川,1:46.2,2,4.0,13.6,38.4,2-2-2-1,栗東木原,430(-2),201901010203,1.5,3.3,1.5,0,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
2,3,1,1,スリーヴリーグ,牡3,55.0,☆横山武,1:47.0,5,2.0,5.0,39.1,3-2-3-3,美浦武藤,504(+2),201901010203,3.0,3.0,3.0,3.5999999999999996,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
3,4,8,8,ラキエストバイオ,牝3,54.0,黛,1:47.7,4,5.0,15.6,39.8,3-4-3-3,栗東渡辺,448(+6),201901010203,3.5999999999999996,5.1,3.3,3.8999999999999995,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
4,5,4,4,レルシュタープ,牡3,56.0,吉田隼,1:47.9,1,8.0,24.8,40.3,1-1-1-3,栗東吉田,446(-2),201901010203,0,0,0,3.3,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
5,6,8,9,オールドボンバー,牡3,56.0,岩田康,1:48.1,1.1/4,6.0,18.7,39.3,8-9-9-9,栗東矢作,470(-3),201901010203,8.399999999999999,12.9,11.1,11.7,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
6,7,2,2,ウインゴライアス,牡3,56.0,丹内,1:48.2,3/4,3.0,13.5,40.1,3-4-6-6,美浦大和田,538(+2),201901010203,3.3,4.8,5.1,6.8999999999999995,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
7,8,3,3,アテングローリー,牡3,53.0,▲団野,1:48.4,1.1/4,9.0,45.5,39.9,6-6-8-8,栗東谷,458(-4),201901010203,6.6,8.1,8.1,10.2,C,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
8,9,6,6,エストリル,牝3,54.0,藤岡康,1:49.2,5,7.0,22.3,40.9,9-8-7-6,栗東奥村豊,490(+2),201901010203,9.899999999999999,9.9,6.6,7.199999999999999,B,3歳未勝利,10:55発走,ダ1700m(右),天候:晴,馬場:良
0,1,5,7,スリーカナロアー,牡3,56.0,柴山,1:28.5,,1.0,3.0,34.9,4-3-3,栗東南井,506(-2),201901010204,0.0,3.3,1.8,1.8,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
1,2,4,5,クロランサス,牝3,53.0,☆横山武,1:28.6,1/2,3.0,5.0,34.6,7-8-8,栗東松永幹,406(0),201901010204,0.0,6.6,6.0,6.8999999999999995,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
2,3,7,10,ティレニア,牝3,54.0,藤岡佑,1:28.8,1,5.0,8.9,35.4,2-2-2,栗東高橋亮,444(-4),201901010204,0.0,0.3,0.3,0.3,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
3,4,8,12,ソルパシオン,牡3,56.0,松岡,1:28.8,クビ,7.0,23.2,35.3,3-3-3,美浦中舘,478(0),201901010204,0.0,1.8,2.1,2.1,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
4,5,5,6,グレイシャスギャル,牝3,54.0,川田,1:29.0,1.1/4,4.0,5.3,35.2,7-5-5,栗東中内田,416(0),201901010204,0.0,6.8999999999999995,4.2,3.6,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
5,6,1,1,サトノプロミネント,セ3,56.0,勝浦,1:29.3,1.3/4,9.0,32.5,35.3,9-8-9,美浦的場,416(-16),201901010204,0.0,8.399999999999999,5.7,8.399999999999999,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
6,7,6,8,ランランウイング,牝3,54.0,藤岡康,1:29.4,1/2,2.0,5.0,36.1,1-1-1,栗東今野,470(+16),201901010204,0.0,0,0,0,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
7,8,3,3,ワイルドオーキッド,牝3,54.0,丹内,1:29.5,1/2,8.0,28.9,35.7,6-5-6,美浦岩戸,400(+2),201901010204,0.0,5.1,3.6,5.1,B,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
8,9,8,13,シュンカジョウ,牝3,54.0,武豊,1:30.0,3,6.0,14.2,35.2,13-12-11,栗東藤岡,430(-6),201901010204,0.0,14.7,11.100000000000001,11.7,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
9,10,4,4,キュートアクトレス,牝3,54.0,古川,1:30.2,1.1/2,11.0,131.7,36.0,10-10-10,美浦石毛,406(+16),201901010204,0.0,9.899999999999999,7.8,9.899999999999999,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
10,11,6,9,ボーズキャット,牝3,51.0,▲団野,1:30.2,アタマ,12.0,152.0,36.4,4-5-6,栗東宮,446(-12),201901010204,0.0,3.5999999999999996,3.9,5.3999999999999995,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
11,12,2,2,ルパンスール,牝3,51.0,▲菅原明,1:30.4,1.1/4,13.0,210.6,36.1,12-10-11,美浦伊藤圭,440(+8),201901010204,0.0,11.7,7.5,11.399999999999999,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
12,13,7,11,サトノエレーナ,牝3,54.0,池添,1:30.9,3,10.0,34.7,36.1,10-12-13,栗東高橋康,434(+4),201901010204,0.0,10.2,10.8,14.7,C,3歳未勝利,11:25発走,芝1500m(右,天候:晴,馬場:良
0,1,7,7,レザネフォール,牡2,54.0,三浦,1:53.3,,1.0,1.8,35.5,7-9-3-2,栗東池江,444(0),201901010205,5.4,6.0,2.1,0.6,A,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
1,2,1,1,マイネルブラシウス,牡2,54.0,丹内,1:53.3,クビ,3.0,7.4,35.1,9-6-8-4,美浦尾関,464(0),201901010205,7.2,3.9,6.9,2.6999999999999993,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
2,3,4,4,リトルマンマミーア,牝2,54.0,武豊,1:53.4,クビ,6.0,13.0,35.8,1-1-2-1,美浦鹿戸,442(0),201901010205,0,0,0,0,A,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
3,4,3,3,インウィクトス,牡2,54.0,荻野極,1:53.4,クビ,9.0,122.6,35.5,6-3-5-4,美浦小桧山,440(0),201901010205,3.9,2.1,3.9,2.0999999999999996,C,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
4,5,8,9,レイコックアビー,牡2,54.0,池添,1:53.5,1/2,5.0,9.3,35.5,7-6-7-7,美浦大竹,468(0),201901010205,5.7,4.5,5.4,4.499999999999999,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
5,6,8,8,キンブレル,牡2,54.0,岩田康,1:53.6,1/2,4.0,7.8,35.9,3-3-3-4,美浦矢野,448(0),201901010205,2.4,2.4,1.8,2.3999999999999995,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
6,7,5,5,セルフィー,牝2,54.0,ルメー,1:53.7,クビ,2.0,6.0,36.1,2-2-1-2,美浦藤沢和,466(0),201901010205,0.3,0.3,0.3,0.3,C,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
7,8,2,2,マルタクロス,牡2,54.0,横山和,1:54.1,2.1/2,7.0,52.4,36.2,3-3-5-7,栗東松永幹,490(0),201901010205,1.8,1.8,3.6,4.199999999999999,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
8,9,6,6,ダブルスカーレット,牝2,53.0,☆横山武,1:57.8,大,8.0,59.5,39.1,3-6-9-9,栗東千田,456(0),201901010205,2.1,4.2,9.9,10.5,B,2歳新馬,12:15発走,芝1800m(右,天候:晴,馬場:良
0,1,8,13,セラン,牝2,54.0,武豊,1:48.7,,1.0,2.0,38.1,3-2-2-1,栗東松永幹,478(0),201901010206,3.3,1.8,0.6,0.6,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
1,2,3,3,ヤウガウ,牡2,54.0,ルメー,1:48.8,3/4,2.0,3.9,38.0,3-4-4-5,栗東須貝,452(0),201901010206,3.0,3.3,2.0999999999999996,2.4,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
2,3,6,9,コバルトウィング,牡2,54.0,三浦,1:49.0,1.1/2,3.0,5.4,38.0,7-7-7-8,美浦萩原,514(0),201901010206,6.8999999999999995,7.199999999999999,4.199999999999999,4.5,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
3,4,5,7,フラーレン,牝2,54.0,藤岡康,1:49.3,1.3/4,4.0,9.4,38.5,14-9-4-2,栗東牧田,502(0),201901010206,13.8,9.3,2.6999999999999993,0.8999999999999999,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
4,5,8,14,アイルビーメジャー,牡2,54.0,丹内,1:49.5,1.1/2,14.0,198.1,38.7,5-4-4-5,美浦伊藤伸,456(0),201901010206,5.1,3.8999999999999995,2.3999999999999995,2.6999999999999997,C,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
5,6,5,8,デルマオニキス,牡2,54.0,横山和,1:49.6,クビ,11.0,84.7,38.4,12-12-8-5,美浦勢司,458(0),201901010206,12.3,11.400000000000002,5.999999999999999,2.9999999999999996,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
6,7,7,12,ハヤブサピアーノ,牝2,54.0,吉田隼,1:50.0,2.1/2,10.0,77.5,39.5,2-2-2-2,美浦高柳瑞,448(0),201901010206,1.5,1.5,0.3,0.3,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
7,8,7,11,スウェアー,牡2,53.0,☆横山武,1:50.7,4,5.0,35.8,39.1,9-12-13-10,美浦杉浦,492(0),201901010206,9.0,11.100000000000001,9.6,9.600000000000001,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
8,9,6,10,デルマトルマリン,牝2,51.0,▲団野,1:51.6,5,12.0,98.1,40.2,9-9-10-10,栗東牧田,460(0),201901010206,8.7,9.0,8.1,9.3,C,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
9,10,3,4,ゴーンホーム,牡2,54.0,荻野極,1:51.8,1.1/2,8.0,63.1,41.3,1-1-1-2,栗東高柳大,456(0),201901010206,0,0,0,0,D,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
10,11,4,5,グレイトサンディー,牝2,54.0,岩田康,1:52.0,1.1/4,6.0,45.9,40.8,9-9-8-9,美浦矢野,432(0),201901010206,8.399999999999999,8.7,5.699999999999999,7.5,C,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
11,12,4,6,メイショウフルサト,牡2,54.0,池添,1:52.2,1.1/2,9.0,72.0,40.9,7-7-10-10,栗東西浦,480(0),201901010206,6.6,6.8999999999999995,7.499999999999999,9.0,C,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
12,13,2,2,ディーエスサンダー,牡2,54.0,勝浦,1:53.0,5,7.0,49.8,41.3,12-12-14-13,美浦藤原辰,442(0),201901010206,12.0,10.8,11.1,15.600000000000001,B,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
13,14,1,1,キャプテンカーク,牡2,54.0,松田,1:55.7,大,13.0,125.0,44.3,5-4-10-14,栗東高橋康,436(0),201901010206,4.8,3.5999999999999996,7.799999999999999,18.6,D,2歳新馬,12:45発走,ダ1700m(右),天候:晴,馬場:良
0,1,4,4,クラサーヴィツァ,牝3,52.0,三浦,2:00.9,,2.0,3.1,35.0,6-6-5-2,美浦武井,444(-4),201901010207,10.8,12.0,10.5,2.1,C,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
1,2,7,7,ダンスロマネスク,牝3,49.0,▲菅原明,2:01.2,1.3/4,4.0,7.9,36.8,1-1-1-1,美浦戸田,464(0),201901010207,0,0,0,0,C,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
2,3,1,1,キングテセウス,牡3,54.0,ルメー,2:01.4,1.1/4,1.0,2.0,34.4,8-8-8-6,美浦木村,492(-6),201901010207,13.8,15.0,15.3,8.1,B,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
3,4,5,5,マイネルユニブラン,牡5,57.0,丹内,2:01.6,1,6.0,24.5,36.5,3-3-3-2,美浦高橋裕,522(+6),201901010207,4.5,4.5,6.0,1.8,B,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
4,5,6,6,アドマイヤリーブラ,牡3,54.0,岩田康,2:02.3,4,3.0,5.8,35.1,9-9-9-7,栗東梅田,458(-2),201901010207,16.8,16.5,16.8,9.6,B,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
5,6,3,3,ピースフルサンデー,牡3,54.0,藤岡康,2:02.4,1/2,5.0,16.6,36.6,4-4-4-5,栗東宮,444(-4),201901010207,7.5,7.5,9.0,5.1,B,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
6,7,2,2,ラストプライドワン,牡5,57.0,柴山,2:03.3,5,8.0,66.1,38.5,2-2-2-2,美浦奥村武,478(+2),201901010207,1.5,1.5,3.0,1.5,C,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
7,8,8,9,サージュミノル,牡4,56.0,☆横山武,2:03.6,1.3/4,7.0,61.2,36.8,4-5-6-9,栗東本田,470(-4),201901010207,7.8,10.5,13.5,14.1,C,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
8,9,8,8,キングポセイドン,牡4,57.0,石川,2:03.6,ハナ,9.0,110.5,36.9,7-7-6-8,美浦武市,450(-12),201901010207,12.3,13.5,13.8,12.6,C,3歳以上1勝クラス,13:15発走,芝2000m(右,天候:晴,馬場:良
0,1,1,1,ウォーターパルフェ,牡4,57.0,武豊,1:48.4,,3.0,3.6,34.8,7-6-6-5,栗東田所,478(-2),201901010208,12.0,12.3,8.1,5.1,C,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
1,2,5,5,マイネルウィルトス,牡3,54.0,丹内,1:48.4,クビ,2.0,2.9,35.1,5-5-4-3,栗東宮,476(+14),201901010208,9.0,10.5,6.3,1.8,B,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
2,3,4,4,エンシュラウド,セ3,54.0,ルメー,1:48.6,1.1/2,1.0,2.0,35.7,2-2-2-2,美浦藤沢和,470(-4),201901010208,3.0,1.5,3.0,0.3,B,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
3,4,2,2,グランツリヒター,牡3,54.0,三浦,1:49.0,2.1/2,4.0,12.3,35.7,4-4-4-4,美浦中川,496(-8),201901010208,7.5,9.0,6.0,3.3,C,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
4,5,7,7,エピローグ,牝3,52.0,荻野極,1:49.4,2.1/2,5.0,19.5,36.8,1-1-1-1,栗東小崎,458(-8),201901010208,0,0,0,0,C,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
5,6,3,3,サイモンルチアーノ,牡4,57.0,黛,1:49.9,3,7.0,147.5,36.3,6-6-6-7,美浦田中清,492(+6),201901010208,10.5,12.0,7.8,6.6,C,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
6,7,6,6,ミツオサウスポー,牡4,57.0,団野,1:49.9,クビ,6.0,98.3,36.8,3-3-3-5,美浦大江原,522(-4),201901010208,4.5,3.0,4.5,4.8,B,北辰特別,13:45発走,芝1800m(右,天候:晴,馬場:良
0,1,7,9,リフトトゥヘヴン,牡5,57.0,ルメー,1:44.5,,1.0,1.8,37.0,3-3-2-2,美浦加藤征,486(+2),201901010209,1.8,4.8,6.3,3.0,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
1,2,2,2,ライジングドラゴン,牡4,57.0,武豊,1:45.4,5,5.0,8.7,37.6,4-3-5-3,栗東吉田,446(+20),201901010209,3.3,4.5,8.1,4.8,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
2,3,1,1,オウケンスターダム,牡5,57.0,三浦,1:45.8,2.1/2,9.0,33.9,37.8,8-8-7-5,美浦国枝,478(-4),201901010209,5.699999999999999,8.399999999999999,9.9,6.3,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
3,4,7,10,キングスクロス,牡4,57.0,藤岡康,1:45.9,クビ,7.0,24.4,37.9,11-10-7-8,栗東大久保,472(-4),201901010209,9.0,12.0,10.500000000000002,8.7,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
4,5,4,4,フクノワイルド,牡3,54.0,加藤,1:46.3,2.1/2,2.0,7.0,40.3,2-1-1-1,栗東杉山,480(-2),201901010209,0.3,0,0,0,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
5,6,8,11,ボルンカズマ,牡3,53.0,☆横山武,1:46.6,1.3/4,3.0,7.0,39.0,4-5-2-5,美浦栗田,488(-6),201901010209,4.199999999999999,6.8999999999999995,6.6,6.6,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
6,7,3,3,インナーハート,牡3,54.0,岩田康,1:46.6,クビ,4.0,7.4,39.1,1-2-2-3,栗東吉村,522(+16),201901010209,0,3.0,6.0,4.5,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
7,8,5,6,ロードソリスト,牡5,54.0,▲団野,1:46.7,クビ,11.0,82.1,38.9,4-5-5-5,美浦和田勇,456(+4),201901010209,3.8999999999999995,6.6,8.4,6.8999999999999995,C,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
8,9,5,5,カリブメーカー,牝4,55.0,吉田隼,1:46.8,3/4,10.0,37.2,38.9,4-5-7-8,栗東河内,510(0),201901010209,3.5999999999999996,6.3,10.200000000000001,8.399999999999999,B,3歳以上1勝クラス,14:15発走,ダ1700m(右),天候:晴,馬場:良
